Rank,Movie_name,URL,Release_Year,IMDB_Rating,Metascore,Reviewer_count,Censor_Board_Rating,Movie_Length,Genre_1,Genre_2,Genre_3,Genre_4,Release_Date,Story_Summary,Director,Writer_1,Writer_2,Writer_3,Star_1,Star_2,Star_3,Star_4,Star_5,Plot_Keywords,Budget,Gross_USA,Cum_Worldwide_Gross,Production_Company
976,Moon,https://www.imdb.com/title/tt1182345/,2009,7.9,67,"327,733",R,1h 37min,Drama,Mystery,Sci-Fi, ,10 July 2009 (USA),"Astronaut Sam Bell has a quintessentially personal encounter toward the end of his three-year stint on the Moon, where he, working alongside his computer, GERTY, sends back to Earth parcels of a resource that has helped diminish our planet's power problems.",Duncan Jones,Duncan Jones(story),Nathan Parker, ,Sam Rockwell,Kevin Spacey,Dominique McElligott, , ,moon|solitude|memory|minimal cast|earth,"$5,000,000(estimated)","$5,010,163","$9,760,107","Sony Pictures Classics,Stage 6 Films,Liberty Films UK"
977,Up in the Air,https://www.imdb.com/title/tt1193138/,2009,7.4,83,"312,957",R,1h 49min,Comedy,Drama,Romance, ,4 February 2010 (Israel),"Ryan Bingham enjoys living out of a suitcase for his job, travelling around the country firing people, but finds that lifestyle threatened by the presence of a potential love interest, and a new hire.",Jason Reitman,Walter Kirn(novel),Jason Reitman(screenplay), ,George Clooney,Vera Farmiga,Anna Kendrick, , ,on the road|downsizing|travel|job termination|business trip,"$25,000,000(estimated)","$83,823,381","$166,842,739","Paramount Pictures,Cold Spring Pictures,DreamWorks"
978,The Proposal,https://www.imdb.com/title/tt1041829/,2009,6.7,48,"287,627",PG-13,1h 48min,Comedy,Drama,Romance, ,18 June 2009 (Israel),A pushy boss forces her young assistant to marry her in order to keep her visa status in the U.S. and avoid deportation to Canada.,Anne Fletcher,Peter Chiarelli, , ,Sandra Bullock,Ryan Reynolds,Mary Steenburgen, , ,alaska|immigration fraud|fake marriage|coworker relationship|marriage proposal,"$40,000,000(estimated)","$163,958,031","$317,375,031","Touchstone Pictures,Mandeville Films,K/O Paper Products"
979,The Blind Side,https://www.imdb.com/title/tt0878804/,2009,7.6,53,"283,890",PG-13,2h 9min,Biography,Drama,Sport, ,25 March 2010 (Israel),"The story of Michael Oher, a homeless and traumatized boy who became an All-American football player and first-round NFL draft pick with the help of a caring woman and her family.",John Lee Hancock,John Lee Hancock,Michael Lewis(book), ,Quinton Aaron,Sandra Bullock,Tim McGraw, , ,american football|rapping in a car|singing in a car|football star|high school football,"$29,000,000(estimated)","$255,959,475","$309,208,309","Alcon Entertainment,3 Arts Entertainment,Left Tackle Pictures"
980,Public Enemies,https://www.imdb.com/title/tt1152836/,2009,7.0,70,"275,964",R,2h 20min,Biography,Crime,Drama, ,9 July 2009 (Israel),"The Feds try to take down notorious American gangsters John Dillinger, Baby Face Nelson and Pretty Boy Floyd during a booming crime wave in the 1930s.",Michael Mann,Ronan Bennett(screenplay),Michael Mann(screenplay),2 more credits»,Christian Bale,Johnny Depp,Christian Stolte, , ,celebrity criminal|manhunt|great depression|ends with biographical notes|reference to arizona,"$100,000,000(estimated)","$97,104,620","$214,104,620","Universal Pictures,Relativity Media,Forward Pass"
981,Angels & Demons,https://www.imdb.com/title/tt0808151/,2009,6.7,48,"266,432",PG-13,2h 18min,Action,Mystery,Thriller, ,14 May 2009 (Israel),Harvard symbologist Robert Langdon works with a nuclear physicist to solve a murder and prevent a terrorist act against the Vatican during one of the significant events within the church.,Ron Howard,David Koepp(screenplay),Akiva Goldsman(screenplay), ,Tom Hanks,Ewan McGregor,Ayelet Zurer, , ,illuminati|reference to bernini|reference to raphael|murder of a priest|psychotronic film,"$150,000,000(estimated)","$133,375,846","$485,930,816","Columbia Pictures,Imagine Entertainment,Skylark Productions"
982,Law Abiding Citizen,https://www.imdb.com/title/tt1197624/,2009,7.4,34,"265,208",R,1h 49min,Action,Crime,Drama, ,5 November 2009 (Israel),A frustrated man decides to take justice into his own hands after a plea bargain sets one of his family's killers free.,F. Gary Gray,Kurt Wimmer, , ,Gerard Butler,Jamie Foxx,Leslie Bibb, , ,justice|terrorism|deal|investigation|criminal mastermind,"$50,000,000(estimated)","$73,357,727","$127,944,208","G-BASE,The Film Department,Warp Films"
983,The Twilight Saga: New Moon,https://www.imdb.com/title/tt1259571/,2009,4.7,44,"258,992",PG-13,2h 10min,Adventure,Drama,Fantasy, ,10 December 2009 (Israel),"Edward leaves Bella after an attack that nearly claimed her life, and, in her depression, she falls into yet another difficult relationship - this time with her close friend, Jacob Black.",Chris Weitz,Melissa Rosenberg(screenplay),Stephenie Meyer(novel), ,Kristen Stewart,Robert Pattinson,Taylor Lautner, , ,vampire|werewolf|based on novel|teen movie|forks washington,"$50,000,000(estimated)","$297,816,253","$724,256,885","Temple Hill Entertainment,Maverick Films,Imprint Entertainment"
984,Fast & Furious,https://www.imdb.com/title/tt1013752/,2009,6.6,46,"256,351",PG-13,1h 47min,Action,Thriller, , ,2 April 2009 (Israel),"Brian O'Conner, back working for the FBI in Los Angeles, teams up with Dominic Toretto to bring down a heroin importer by infiltrating his operation.",Justin Lin,Chris Morgan,Gary Scott Thompson(characters), ,Vin Diesel,Paul Walker,Michelle Rodriguez, , ,friendship|brian o'conner character|dominic toretto character|han seoul oh character|mia toretto character,"$85,000,000(estimated)","$155,064,265","$360,364,265","Universal Pictures,Relativity Media,Original Film"
985,Hachi: A Dog's Tale,https://www.imdb.com/title/tt1028532/,2009,8.1,Reviews463 user|92 critic,"243,570",Not Rated,1h 33min,Drama,Family, , ,18 February 2010 (Israel),A college professor bonds with an abandoned dog he takes into his home.,Lasse Hallström,Stephen P. Lindsey(screenplay),"Kaneto Shindô(motion picture ""Hachiko monogatari"")", ,Richard Gere,Joan Allen,Cary-Hiroyuki Tagawa, , ,dog|japanese|loyalty|waiting|human animal relationship,"$16,000,000(estimated)",,"$46,749,646","Stage 6 Films,Inferno Distribution,Hachiko"
986,The Road,https://www.imdb.com/title/tt0898367/,2009,7.2,64,"218,583",R,1h 51min,Drama, , , ,10 February 2011 (Israel),"In a dangerous post-apocalyptic world, an ailing father defends his son as they slowly travel to the sea.",John Hillcoat,Joe Penhall(screenplay by),Cormac McCarthy(based on the book by), ,Viggo Mortensen,Charlize Theron,Kodi Smit-McPhee, , ,apocalypse|skinny dipping|survival|on the road|cannibalism,"$25,000,000(estimated)","$8,117,000","$27,639,579","Dimension Films,2929 Productions,Nick Wechsler Productions"
987,Ice Age: Dawn of the Dinosaurs,https://www.imdb.com/title/tt1080016/,2009,6.9,50,"217,427",PG,1h 34min,Animation,Adventure,Comedy, ,1 July 2009 (Israel),"When Sid's attempt to adopt three dinosaur eggs gets him abducted by their real mother to an underground lost world, his friends attempt to rescue him.",Carlos Saldanha,Michael Berg(screenplay by),Peter Ackerman(screenplay by),3 more credits»,Ray Romano,John Leguizamo,Denis Leary, , ,nightmare|sid character|scrat character|manny character|diego character,"$90,000,000(estimated)","$196,573,705","$886,686,817","Twentieth Century Fox Animation,Blue Sky Studios"
988,Knowing,https://www.imdb.com/title/tt0448011/,2009,6.2,41,"216,765",PG-13,2h 1min,Action,Drama,Mystery, ,28 May 2009 (Israel),M.I.T. professor John Koestler links a mysterious list of numbers from a time capsule to past and future disasters and sets out to prevent the ultimate catastrophe.,Alex Proyas,Ryne Douglas Pearson(screenplay),Juliet Snowden(screenplay),2 more credits»,Nicolas Cage,Chandler Canterbury,Rose Byrne, , ,end of the world|number|disaster|time capsule|code,"$50,000,000(estimated)","$79,957,634","$183,658,498","Summit Entertainment,Escape Artists,Mystery Clock Cinema"
989,The Ugly Truth,https://www.imdb.com/title/tt1142988/,2009,6.4,28,"199,525",R,1h 36min,Comedy,Romance, , ,13 August 2009 (Israel),An uptight television producer takes control of a morning show segment on modern relationships hosted by a misogynistic man.,Robert Luketic,Nicole Eastman(screenplay),Karen McCullah(screenplay),2 more credits»,Katherine Heigl,Gerard Butler,Bree Turner, , ,bad date|tv show|chick flick|nudity|wrapped in a towel,"$38,000,000(estimated)","$88,915,214","$321,682,600","Columbia Pictures,Lakeshore Entertainment,Relativity Media"
990,Cloudy with a Chance of Meatballs,https://www.imdb.com/title/tt0844471/,2009,6.9,66,"198,745",PG,1h 30min,Animation,Adventure,Comedy, ,17 September 2009 (Israel),"A local scientist is often regarded as a failure until he invents a machine that can make food fall from the sky. But little does he know, that things are about to take a turn for the worst.",Phil Lord,Phil Lord(written for the screen by),Christopher Miller(written for the screen by),3 more credits»,Anna Faris,Bill Hader,Bruce Campbell, , ,crooked mayor|corrupt mayor|flying car|inventor|machine,"$100,000,000(estimated)","$124,870,275","$243,006,126","Columbia Pictures,Sony Pictures Animation"
991,G.I. Joe: The Rise of Cobra,https://www.imdb.com/title/tt1046173/,2009,5.8,32,"196,320",PG-13,1h 58min,Action,Adventure,Sci-Fi, ,20 August 2009 (Israel),"An elite military unit comprised of special operatives known as G.I. Joe, operating out of The Pit, takes on an evil organization led by a notorious arms dealer.",Stephen Sommers,Stuart Beattie(screenplay),David Elliot(screenplay),4 more credits»,Dennis Quaid,Channing Tatum,Marlon Wayans, , ,gi joe|swat team|2000s|destruction|iceberg,"$175,000,000(estimated)","$150,201,498","$302,469,017","Paramount Pictures,Spyglass Entertainment,Hasbro"
992,Fantastic Mr. Fox,https://www.imdb.com/title/tt0432283/,2009,7.9,83,"191,196",PG,1h 27min,Animation,Adventure,Comedy, ,23 October 2009 (UK),An urbane fox cannot resist returning to his farm raiding ways and then must help his community survive the farmers' retaliation.,Wes Anderson,Roald Dahl(novel),Wes Anderson(screenplay), ,George Clooney,Meryl Streep,Bill Murray, , ,fox|farmer|puppet animation|stop motion animation|theft,"$40,000,000(estimated)","$21,002,919","$46,471,023","Twentieth Century Fox,Indian Paintbrush,Regency Enterprises"
993,"I Love You, Man",https://www.imdb.com/title/tt1155056/,2009,7.0,70,"191,041",R,1h 45min,Comedy,Romance, , ,20 March 2009 (USA),"Friendless Peter Klaven goes on a series of man-dates to find a Best Man for his wedding. But, when his insta-bond with his new B.F.F. puts a strain on his relationship with his fiancée, can the trio learn to live happily ever after?",John Hamburg,John Hamburg(screenplay),Larry Levin(screenplay), ,Paul Rudd,Jason Segel,Rashida Jones, , ,bromance|homosexual subtext|friend|gay brother|reference to neil peart,"$40,000,000(estimated)","$71,440,011","$91,980,359","DreamWorks,De Line Pictures,Bernard Gayle Productions"
994,Coraline,https://www.imdb.com/title/tt0327597/,2009,7.7,80,"189,354",PG,1h 40min,Animation,Drama,Family, ,25 June 2009 (Israel),"An adventurous 11-year-old girl finds another world that is a strangely idealized version of her frustrating home, but it has sinister secrets.",Henry Selick,Henry Selick(screenplay),Neil Gaiman(book), ,Dakota Fanning,Teri Hatcher,John Hodgman, , ,parallel worlds|button eyes|character name as title|stop motion|one word title,"$60,000,000(estimated)","$75,286,229","$124,596,837","Focus Features,Laika Entertainment,Pandemonium"
995,Orphan,https://www.imdb.com/title/tt1148204/,2009,6.9,42,"186,126",R,2h 3min,Horror,Mystery,Thriller, ,24 July 2009 (USA),A husband and wife who recently lost their baby adopt a 9 year-old girl who is not nearly as innocent as she claims to be.,Jaume Collet-Serra,David Leslie Johnson-McGoldrick(screenplay) (as David Leslie Johnson),Alex Mace(story), ,Vera Farmiga,Peter Sarsgaard,Isabelle Fuhrman, , ,winter time|girl|orphan|hide and seek|cat and mouse,,"$41,596,251","$77,912,251","Dark Castle Entertainment,Appian Way,Studio Babelsberg Motion Pictures"
